rind_Mix,rindMixoos,adjrind_Mix,adjrindMixoos,midMix,midMixoos,bayesPmix,bayesPmixoos,meanBeta1,meanBeta2,Mix_beta1_c1,mixEq,zeroInDPM,commonInDPM,zeroInDPM2,commonInDPM2,rind_DPM,rind_DPMoos,adjrind_DPM,adjrind_DPMoos,midDPM,midDPMoos,bayesPDPM,bayesPDPMoos,dpm_beta1_c1,dpmEq,adjrind_K,adjrind_Koos,rind_K,rind_Koos,kmean_MSE,kmean_MSEoos,meanBetakclust1,zeroInk,commonInk,meanBetakclust2,zeroInk2,commonInk2,meanBetaSLR,meanBetaSLR2,zeroInSLR,commonInSLR,zeroInSLR2,commonInSLR2,slrRMSE,ncMix,ncDPM,ncK,N,fractions,variance,interEffect,common,prec,alph,bet,xdiff
0.5434859437751004,0.5278072289156627,0.09050925413325073,0.04508955140859968,0.9174662356308122,1.0893048849620248,0.53775,0.5097499999999999,0.8175333999321557,-0.8276551019806759,1.0608438827330224,1,true,true,true,true,0.5416546184738956,0.5193413654618474,0.09122567457928552,0.045737201573834416,0.4363530935108823,0.48555223864405705,0.53225,0.5017499999999999,0.0016250049452688267,1,0.06708388434592973,0.06636862112550813,0.7865381526104418,0.7873734939759036,0.1947538663817688,0.20377530500582877,1.3045168807100034,false,false,-0.6348271236380709,false,false,1.0192504899954402,-0.999517175787924,false,true,false,false,0.32991774642678556,2,2,8,250,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,0.25,1.0,0.1,1.0,0.1,1.0
0.5492369477911646,0.5325461847389559,0.09431814629722277,0.040241585012879194,0.7595743827085719,0.9138898259838528,0.50925,0.524,0.7861041749769662,-0.7943533234443368,0.6507961297348652,1,true,true,true,true,0.5370281124497992,0.5172530120481929,0.08596968322799775,0.04531378852327657,0.45850379681218395,0.5438826723671902,0.5137499999999999,0.521,0.00059802350691962,1,0.0567434165030037,0.07131037761049445,0.7893333333333333,0.788273092369478,0.20177274959805633,0.20068535622567407,1.2391867310709133,false,false,-0.7527881895018603,false,false,1.0337240616667613,-0.997794827590191,false,true,false,false,0.314114119765629,3,2,8,250,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,0.25,1.0,0.1,1.0,0.1,1.0
0.5428433734939759,0.5269558232931727,0.08585882314284944,0.04025239632906357,0.9277047677867497,1.7142550576089661,0.4985,0.65075,0.7562014883686146,-0.8189472536032791,0.6071649965607844,1,true,true,true,true,0.5402570281124498,0.5181365461847389,0.08646939425603145,0.03996422959418554,0.45222472217810994,0.48645237918357925,0.49375,0.6347499999999999,-0.003488260741035216,1,0.0871455598579907,0.0665354045592288,0.7903293172690763,0.7892048192771084,0.19850008850864365,0.21978482529776486,0.8612252096546793,false,true,-1.2767736066602966,false,false,0.990172082337033,-0.9964127733178395,false,true,false,false,0.3517287744451509,2,2,8,250,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,0.25,1.0,0.1,1.0,0.1,1.0
0.5498795180722892,0.5413012048192771,0.09620278348448201,0.049967941658115335,1.1777091651547322,1.3835722054634714,0.5195000000000001,0.6074999999999999,0.8407630605642651,-0.8199224014406647,1.0107670261601425,1,true,true,true,true,0.5474698795180722,0.5254618473895583,0.09634533366616883,0.0514159910843345,0.44016934150341774,0.5069624774818611,0.51125,0.5952500000000001,-0.011759315874944163,1,0.0760023732871638,0.08846247185489815,0.789140562248996,0.7981686746987952,0.20488208019740853,0.21995035122744713,1.1252287204948836,false,true,-0.8237984081744019,false,false,0.9919800290415689,-0.9785025639015588,false,true,false,false,0.3240070155090705,2,2,8,250,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,0.25,1.0,0.1,1.0,0.1,1.0
0.5405301204819277,0.5244497991967871,0.09296811338092542,0.04133354240876452,0.9727979128660544,1.0825352440782192,0.52675,0.5407500000000001,0.7368255410380655,-0.8561820065711412,0.638491688723511,1,true,true,true,false,0.5392289156626506,0.5150843373493976,0.0922030812656573,0.043400456288615524,0.42462161421792594,0.4911188618704873,0.5295000000000001,0.5355000000000001,0.0005029902678614657,1,0.06516600050376282,0.07624693143255486,0.7901686746987951,0.7930602409638554,0.18572211973067163,0.20026590723713808,1.267681124453924,false,false,-0.6728943401970301,false,false,0.9566435364155373,-1.0003322478233745,false,false,false,false,0.3002681645665201,2,2,8,250,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,0.25,1.0,0.1,1.0,0.1,1.0
0.6197751004016063,0.5816867469879519,0.10423861988700282,0.027322447968348307,0.9671159467052719,1.166184164492949,0.502,0.61025,0.729955897953555,-0.8131445423079989,0.775659837590077,1,true,true,true,true,0.5343453815261043,0.5126265060240964,0.08596157226834635,0.044169441274706664,0.4320636252317672,0.4985749530136901,0.49324999999999997,0.60825,0.0026724359010242456,1,0.0624354100371572,0.05818073559269093,0.7758072289156627,0.784867469879518,0.18396586341191676,0.2137600665056361,0.8813745388009094,false,true,-1.145938277066863,false,false,1.0354378731414546,-0.9672213327783811,false,true,false,false,0.3289203804882219,3,2,8,250,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,0.25,1.0,0.1,1.0,0.1,1.0
0.5436144578313253,0.5323373493975904,0.09533387560988602,0.03428613504827137,1.3144142485374528,1.4884489344337701,0.5015,0.4395,0.7877444365629307,-0.8965347424533412,1.0449666517991818,1,true,true,true,true,0.5425542168674699,0.5139277108433735,0.09498114379605084,0.03641029146553916,0.43718089262026333,0.4740256065406371,0.49175,0.43925000000000003,0.00624389773060403,1,0.09868446783229828,0.06925293667540232,0.7983935742971887,0.7943453815261045,0.18801101417763383,0.2313528013205634,0.8644711260554274,false,true,-1.1494087312138375,false,false,1.0126874512794886,-1.0106449220188456,false,true,false,false,0.3260182395835802,2,2,8,250,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,0.25,1.0,0.1,1.0,0.1,1.0
0.5422971887550201,0.5378313253012048,0.08927256921261159,0.04189469381404941,1.3563042943854615,1.811645183441676,0.5155,0.6535,0.5484530206331613,-0.6880267039092811,0.6916422856544318,1,true,true,true,true,0.5359036144578313,0.5143614457831325,0.08785453420939432,0.04318269452481631,0.46091941728542035,0.5212347139990898,0.50275,0.66275,-0.015390404825057465,1,0.09212814962368905,0.09328305643285553,0.7911646586345381,0.7952449799196787,0.19808713864639974,0.21415521439793841,0.5298021597365999,false,false,-1.055099616268721,false,false,1.022737861798865,-1.018318760054207,false,true,false,false,0.3383334793554032,3,2,8,250,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,0.25,1.0,0.1,1.0,0.1,1.0
0.5343293172690763,0.52085140562249,0.08700334082500083,0.040270719073111035,1.004187959364616,1.1573709247006354,0.508,0.55925,0.8711734557716768,-0.7468908564936322,0.771530348813243,1,true,true,true,false,0.5304738955823293,0.5073734939759036,0.08614494518042679,0.0410571247121306,0.43180265248252614,0.48498041859251256,0.4945,0.5545,0.023704096528168808,1,0.07905405073865156,0.050230178233807724,0.7942489959839357,0.7871164658634539,0.18932879259007163,0.21854671459422212,0.6800280778846591,false,false,-1.422209327339254,false,false,1.0234461026607558,-0.9831348917158144,false,true,false,false,0.3211673364652405,2,2,8,250,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,0.25,1.0,0.1,1.0,0.1,1.0
0.5532208835341366,0.5346827309236948,0.1041700959159377,0.045314465069093736,0.992935520642717,1.164953381387191,0.47375,0.49675,0.7845891128974306,-0.8184487487244527,0.6158295861584011,1,true,true,true,false,0.5511967871485943,0.5224738955823293,0.103707860789122,0.046157826338095675,0.4312631713481985,0.4949308003689333,0.4695,0.48775,-0.001393481800320061,1,0.06853239354655927,0.06391442153936039,0.7890441767068274,0.7892048192771084,0.18030206817911407,0.2258424104209185,1.234949333342305,false,false,-0.6993577367445649,false,false,1.0113163331920751,-1.0191586556277772,false,true,false,false,0.3372018180754432,2,2,8,250,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]",0.1,0.25,1.0,0.1,1.0,0.1,1.0
